Company,Region,City,HR / Recruiter Email,Email Source,Other Emails,Domain,Careers / Apply URL,Sample Role
Marshmallow,Europe,London / remote,careers@marshmallow.com,guessed pattern (verify before sending),hr@marshmallow.com,marshmallow.com,https://marshmallow.com/careers,
Meilisearch,Europe,Paris / remote,careers@meilisearch.com,guessed pattern (verify before sending),hr@meilisearch.com,meilisearch.com,https://meilisearch.com/careers,
Milkman Technologies,Europe,Milan / remote,careers@milkmantechnologies.com,guessed pattern (verify before sending),hr@milkmantechnologies.com,milkmantechnologies.com,https://milkmantechnologies.com/careers,
Mirakl,Europe,Paris / remote,careers@mirakl.com,guessed pattern (verify before sending),hr@mirakl.com,mirakl.com,https://mirakl.com/careers,
Mirantis,Europe,Europe,isamoylova@mirantis.com,job posting,,,https://jobicy.com/jobs/150239-pre-sales-solution-architect-ai-infrastructure-remote-in-the-eu,Pre-Sales Solution Architect – AI Infrastructure (remote in the EU)
Miro,Europe,Amsterdam / remote,careers@miro.com,guessed pattern (verify before sending),hr@miro.com,miro.com,https://miro.com/careers,
Mistral AI,Europe,Paris / remote,careers@mistral.ai,company website,"peter@mistral.ai, hr@mistral.ai",mistral.ai,https://mistral.ai/careers,
Mollie,Europe,Amsterdam / remote,careers@mollie.com,company website,"info@mollie.com, hr@mollie.com",mollie.com,https://mollie.com/careers,
Moneyfarm,Europe,Milan / remote,hello@moneyfarm.com,company website,,moneyfarm.com,https://moneyfarm.com/careers,
Monzo,Europe,London / remote,careers@monzo.com,company website,"hr@monzo.com, u003ehelp@monzo.com",monzo.com,https://monzo.com/careers,
Mullvad,Europe,Gothenburg / remote,careers@mullvad.net,guessed pattern (verify before sending),hr@mullvad.net,mullvad.net,https://mullvad.net/careers,
Musixmatch,Europe,Bologna / remote,careers@musixmatch.com,guessed pattern (verify before sending),hr@musixmatch.com,musixmatch.com,https://musixmatch.com/careers,
MutuiOnline,Europe,Milan / remote,careers@mutuionline.it,guessed pattern (verify before sending),hr@mutuionline.it,mutuionline.it,https://mutuionline.it/careers,
N26,Europe,Berlin / remote,careers@n26.com,company website,"imprint@n26.com, officials@n26.com, nimprint@n26.com, hr@n26.com, sam.walker@n26.com, jobs@n26.com, talent@n26.com, recruiting@n26.com",n26.com,https://n26.com/en-eu/careers/positions/8020406?gh_jid=8020406,Principal AI Engineer - Conversational Banking
Nexo,Europe,Sofia / remote,careers@nexo.com,guessed pattern (verify before sending),hr@nexo.com,nexo.com,https://nexo.com/careers,
Nextcloud,Europe,Stuttgart / remote,careers@nextcloud.com,guessed pattern (verify before sending),hr@nextcloud.com,nextcloud.com,https://nextcloud.com/careers,
Nexthink,Europe,Lausanne / remote,careers@nexthink.com,company website,"ncontact@nexthink.com, hr@nexthink.com",nexthink.com,https://nexthink.com/careers,
Nord Security,Europe,Vilnius / remote,careers@nordsecurity.com,company website,"career@nordsec.com, hr@nordsecurity.com",nordsecurity.com,https://nordsecurity.com/careers,
OakNorth,Europe,London / remote,careers@oaknorth.com,guessed pattern (verify before sending),hr@oaknorth.com,oaknorth.com,https://oaknorth.com/careers,
Oda,Europe,Oslo / remote,careers@oda.com,guessed pattern (verify before sending),hr@oda.com,oda.com,https://oda.com/careers,
Onfido,Europe,London / remote,careers@onfido.com,guessed pattern (verify before sending),hr@onfido.com,onfido.com,https://onfido.com/careers,
OutSystems,Europe,Lisbon / remote,careers@outsystems.com,company website,hr@outsystems.com,outsystems.com,https://outsystems.com/careers,
OVHcloud,Europe,Roubaix / remote,careers@ovhcloud.com,guessed pattern (verify before sending),hr@ovhcloud.com,ovhcloud.com,https://ovhcloud.com/careers,
Oyster,Europe,Europe / remote,careers@oysterhr.com,guessed pattern (verify before sending),hr@oysterhr.com,oysterhr.com,https://oysterhr.com/careers,
Paddle,Europe,London / remote,careers@paddle.com,guessed pattern (verify before sending),hr@paddle.com,paddle.com,https://paddle.com/careers,
PayFit,Europe,Paris / remote,careers@payfit.com,guessed pattern (verify before sending),hr@payfit.com,payfit.com,https://payfit.com/careers,
Payhawk,Europe,London / remote,careers@payhawk.com,company website,hr@payhawk.com,payhawk.com,https://payhawk.com/careers,
pCloud,Europe,Sofia / remote,careers@pcloud.com,guessed pattern (verify before sending),hr@pcloud.com,pcloud.com,https://pcloud.com/careers,
Pennylane,Europe,Paris / remote,careers@pennylane.com,guessed pattern (verify before sending),hr@pennylane.com,pennylane.com,https://pennylane.com/careers,
Personio,Europe,Munich / remote,careers@personio.com,company website,"hr@personio.com, hello@personio.com",personio.com,https://personio.com/careers,
Phaidra,Europe,Europe,hiring@phaidra.ai,job posting,,,https://jobicy.com/jobs/149863-senior-ai-research-engineer,Senior AI Research Engineer
Photoroom,Europe,Paris / remote,careers@photoroom.com,guessed pattern (verify before sending),hr@photoroom.com,photoroom.com,https://photoroom.com/careers,
Picnic,Europe,Amsterdam / remote,careers@picnic.app,guessed pattern (verify before sending),hr@picnic.app,picnic.app,https://picnic.app/careers,
Pigment,Europe,Paris / remote,careers@pigment.com,guessed pattern (verify before sending),hr@pigment.com,pigment.com,https://pigment.com/careers,
Pipedrive,Europe,Tallinn / remote,careers@pipedrive.com,guessed pattern (verify before sending),hr@pipedrive.com,pipedrive.com,https://pipedrive.com/careers,
Plausible,Europe,Europe / remote,hello@plausible.io,known + company website,,plausible.io,https://plausible.io/careers,
Pleo,Europe,Copenhagen / remote,careers@pleo.io,company website,"partners@pleo.io, info@pleo.io, hr@pleo.io",pleo.io,https://pleo.io/careers,
PostHog,Europe,Europe / remote,careers@posthog.com,company website,hr@posthog.com,posthog.com,https://posthog.com/careers,
Preply,Europe,Kyiv / remote,careers@preply.com,guessed pattern (verify before sending),hr@preply.com,preply.com,https://preply.com/careers,
Prima Assicurazioni,Europe,Milan / remote,careers@prima.it,guessed pattern (verify before sending),hr@prima.it,prima.it,https://prima.it/careers,
Prismic,Europe,Paris / remote,careers@prismic.io,guessed pattern (verify before sending),hr@prismic.io,prismic.io,https://prismic.io/careers,
Proton,Europe,Geneva / remote,careers@proton.me,company website,"hr@proton.me, careers@proton.ch",proton.me,https://proton.me/careers,
Qdrant,Europe,Berlin / remote,careers@qdrant.tech,guessed pattern (verify before sending),hr@qdrant.tech,qdrant.tech,https://qdrant.tech/careers,
Qonto,Europe,Paris / remote,careers@qonto.com,guessed pattern (verify before sending),hr@qonto.com,qonto.com,https://qonto.com/careers,
Qwant,Europe,Paris / remote,careers@qwant.com,guessed pattern (verify before sending),hr@qwant.com,qwant.com,https://qwant.com/careers,
Rapyd,Europe,London / remote,careers@rapyd.net,guessed pattern (verify before sending),hr@rapyd.net,rapyd.net,https://rapyd.net/careers,
RELEX,Europe,Helsinki / remote,careers@relexsolutions.com,company website,"hr@relexsolutions.com, recruitment@relexsolutions.com",relexsolutions.com,https://relexsolutions.com/careers,
Remote,Europe,Lisbon / remote,careers@remote.com,company website,"help@remote.com, hr@remote.com, hiring@remote.com",remote.com,https://remote.com/careers,
Revolut,Europe,London / remote,careers@revolut.com,guessed pattern (verify before sending),hr@revolut.com,revolut.com,https://revolut.com/careers,
SafetyWing,Europe,Europe / remote,careers@safetywing.com,company website,"partnerships@safetywing.com, hr@safetywing.com",safetywing.com,https://safetywing.com/careers,
Satispay,Europe,Milan / remote,careers@satispay.com,guessed pattern (verify before sending),hr@satispay.com,satispay.com,https://satispay.com/careers,
Scalapay,Europe,Milan / remote,careers@scalapay.com,guessed pattern (verify before sending),hr@scalapay.com,scalapay.com,https://scalapay.com/careers,
Scaleway,Europe,Paris / remote,careers@scaleway.com,guessed pattern (verify before sending),hr@scaleway.com,scaleway.com,https://scaleway.com/careers,
Scandit,Europe,Zurich / remote,careers@scandit.com,company website,"contact@scandit.com, hr@scandit.com",scandit.com,https://scandit.com/careers,
Sequra,Europe,Barcelona / remote,careers@sequra.com,guessed pattern (verify before sending),hr@sequra.com,sequra.com,https://sequra.com/careers,
Shift Technology,Europe,Paris / remote,jobs@shift-technology.com,company website,"partners@shift-technology.com, careers@shift-technology.com, hr@shift-technology.com",shift-technology.com,https://shift-technology.com/careers,
Shine,Europe,Paris / remote,careers@shine.fr,guessed pattern (verify before sending),hr@shine.fr,shine.fr,https://shine.fr/careers,
Shippeo,Europe,Paris / remote,careers@shippeo.com,guessed pattern (verify before sending),hr@shippeo.com,shippeo.com,https://shippeo.com/careers,
Skyscanner,Europe,Edinburgh / remote,careers@skyscanner.net,guessed pattern (verify before sending),hr@skyscanner.net,skyscanner.net,https://skyscanner.net/careers,
Smartly,Europe,Helsinki / remote,careers@smartly.io,guessed pattern (verify before sending),hr@smartly.io,smartly.io,https://smartly.io/careers,
Snowplow,Europe,London / remote,careers@snowplow.io,company website,hr@snowplow.io,snowplow.io,https://snowplow.io/careers,
SonarSource,Europe,Geneva / remote,careers@sonarsource.com,guessed pattern (verify before sending),hr@sonarsource.com,sonarsource.com,https://sonarsource.com/careers,
Sorare,Europe,Paris / remote,careers@sorare.com,guessed pattern (verify before sending),hr@sorare.com,sorare.com,https://sorare.com/careers,
SoundCloud,Europe,Berlin / remote,careers@soundcloud.com,company website,"dsa-contact@soundcloud.com, tco-contact@soundcloud.com, u003edsa-contact@soundcloud.com, u003etco-contact@soundcloud.com, hr@soundcloud.com, recruiters@soundcloud.com, fraudulent-emails@soundcloud.com",soundcloud.com,https://soundcloud.com/careers,
Speechmatics,Europe,Cambridge / remote,careers@speechmatics.com,company website,"hello@speechmatics.com, hr@speechmatics.com",speechmatics.com,https://speechmatics.com/careers,
Spendesk,Europe,Paris / remote,careers@spendesk.com,company website,hr@spendesk.com,spendesk.com,https://spendesk.com/careers,
Spotify,Europe,Stockholm / remote,careers@spotify.com,guessed pattern (verify before sending),hr@spotify.com,spotify.com,https://spotify.com/careers,
Stability AI,Europe,London / remote,careers@stability.ai,company website,"partners@stability.ai, hr@stability.ai",stability.ai,https://stability.ai/careers,
Starling Bank,Europe,London / remote,careers@starlingbank.com,company website,"help@starlingbank.com, speaking.invitations@starlingbank.com, brandpartnerships@starlingbank.com, accounts@starlingbank.com, hr@starlingbank.com",starlingbank.com,https://starlingbank.com/careers,
Storyblok,Europe,Linz / remote,careers@storyblok.com,guessed pattern (verify before sending),hr@storyblok.com,storyblok.com,https://storyblok.com/careers,
Strapi,Europe,Paris / remote,careers@strapi.io,company website,hr@strapi.io,strapi.io,https://strapi.io/careers,
SumUp,Europe,London / remote,careers@sumup.com,guessed pattern (verify before sending),hr@sumup.com,sumup.com,https://sumup.com/careers,
Supermetrics,Europe,Helsinki / remote,careers@supermetrics.com,company website,hr@supermetrics.com,supermetrics.com,https://supermetrics.com/careers,
Swan,Europe,Paris / remote,careers@swan.io,company website,"requisition@swan.io, hr@swan.io",swan.io,https://swan.io/careers,
Swile,Europe,Paris / remote,careers@swile.co,guessed pattern (verify before sending),hr@swile.co,swile.co,https://swile.co/careers,
Synthesia,Europe,London / remote,careers@synthesia.io,guessed pattern (verify before sending),hr@synthesia.io,synthesia.io,https://synthesia.io/careers,
Talkdesk,Europe,Lisbon / remote,careers@talkdesk.com,guessed pattern (verify before sending),hr@talkdesk.com,talkdesk.com,https://talkdesk.com/careers,
Tally,Europe,Europe / remote,careers@tally.so,guessed pattern (verify before sending),hr@tally.so,tally.so,https://tally.so/careers,
TeamSystem,Europe,Pesaro / remote,careers@teamsystem.com,guessed pattern (verify before sending),hr@teamsystem.com,teamsystem.com,https://teamsystem.com/careers,
Teamwork,Europe,Cork / remote,careers@teamwork.com,company website,"hr@teamwork.com, jobs@teamwork.com",teamwork.com,https://teamwork.com/careers,
Thought Machine,Europe,London / remote,careers@thoughtmachine.net,company website,hr@thoughtmachine.net,thoughtmachine.net,https://thoughtmachine.net/careers,
Tide,Europe,London / remote,careers@tide.co,company website,"hello@tide.co, complaints@tide.co, hr@tide.co",tide.co,https://tide.co/careers,
Toggl,Europe,Tallinn / remote,careers@toggl.com,company website,hr@toggl.com,toggl.com,https://toggl.com/careers,
TomTom,Europe,Amsterdam / remote,careers@tomtom.com,company website,"productsafetyquestions@tomtom.com, hr@tomtom.com",tomtom.com,https://tomtom.com/careers,
Too Good To Go,Europe,Copenhagen / remote,careers@toogoodtogo.com,company website,hr@toogoodtogo.com,toogoodtogo.com,https://toogoodtogo.com/careers,
Tractable,Europe,London / remote,careers@tractable.ai,guessed pattern (verify before sending),hr@tractable.ai,tractable.ai,https://tractable.ai/careers,
Trade Republic,Europe,Berlin / remote,careers@traderepublic.com,guessed pattern (verify before sending),hr@traderepublic.com,traderepublic.com,https://traderepublic.com/careers,
Trading 212,Europe,London / remote,careers@trading212.com,guessed pattern (verify before sending),hr@trading212.com,trading212.com,https://trading212.com/careers,
Trainline,Europe,London / remote,careers@thetrainline.com,guessed pattern (verify before sending),hr@thetrainline.com,thetrainline.com,https://thetrainline.com/careers,
TransferGo,Europe,Vilnius / remote,careers@transfergo.com,guessed pattern (verify before sending),hr@transfergo.com,transfergo.com,https://transfergo.com/careers,
TravelPerk,Europe,Barcelona / remote,careers@travelperk.com,guessed pattern (verify before sending),hr@travelperk.com,travelperk.com,https://travelperk.com/careers,
Tresorit,Europe,Zurich / remote,careers@tresorit.com,guessed pattern (verify before sending),hr@tresorit.com,tresorit.com,https://tresorit.com/careers,
Trezor,Europe,Prague / remote,careers@trezor.io,guessed pattern (verify before sending),hr@trezor.io,trezor.io,https://trezor.io/careers,
Truecaller,Europe,Stockholm / remote,careers@truecaller.com,guessed pattern (verify before sending),hr@truecaller.com,truecaller.com,https://truecaller.com/careers,
Trustly,Europe,Stockholm / remote,careers@trustly.com,guessed pattern (verify before sending),hr@trustly.com,trustly.com,https://trustly.com/careers,
Trustpilot,Europe,Copenhagen / remote,careers@trustpilot.com,guessed pattern (verify before sending),hr@trustpilot.com,trustpilot.com,https://trustpilot.com/careers,
Tuta,Europe,Hannover / remote,careers@tuta.com,guessed pattern (verify before sending),hr@tuta.com,tuta.com,https://tuta.com/careers,
Typeform,Europe,Barcelona / remote,careers@typeform.com,company website,"email@typeform.com, hr@typeform.com",typeform.com,https://typeform.com/careers,
UiPath,Europe,Bucharest / remote,careers@uipath.com,guessed pattern (verify before sending),hr@uipath.com,uipath.com,https://uipath.com/careers,
Unbabel,Europe,Lisbon / remote,careers@unbabel.com,guessed pattern (verify before sending),hr@unbabel.com,unbabel.com,https://unbabel.com/careers,
UpCloud,Europe,Helsinki / remote,careers@upcloud.com,guessed pattern (verify before sending),hr@upcloud.com,upcloud.com,https://upcloud.com/careers,
Veriff,Europe,Tallinn / remote,careers@veriff.com,guessed pattern (verify before sending),hr@veriff.com,veriff.com,https://veriff.com/careers,
Visma,Europe,Oslo / remote,careers@visma.com,guessed pattern (verify before sending),hr@visma.com,visma.com,https://visma.com/careers,
Vivaldi,Europe,Oslo / remote,careers@vivaldi.com,company website,"team_vivaldi@vivaldi.com, hr@vivaldi.com",vivaldi.com,https://vivaldi.com/careers,
Voi,Europe,Stockholm / remote,careers@voi.com,guessed pattern (verify before sending),hr@voi.com,voi.com,https://voi.com/careers,
Voodoo,Europe,Paris / remote,careers@voodoo.io,guessed pattern (verify before sending),hr@voodoo.io,voodoo.io,https://voodoo.io/careers,
VueStorefront / Alokai,Europe,Italy / remote,careers@alokai.com,guessed pattern (verify before sending),hr@alokai.com,alokai.com,https://alokai.com/careers,
Wallapop,Europe,Barcelona / remote,careers@wallapop.com,guessed pattern (verify before sending),hr@wallapop.com,wallapop.com,https://wallapop.com/careers,
Weaviate,Europe,Amsterdam / remote,careers@weaviate.io,guessed pattern (verify before sending),hr@weaviate.io,weaviate.io,https://weaviate.io/careers,
Wefox,Europe,Berlin / remote,careers@wefox.com,company website,"feedback@wefox.com, hr@wefox.com",wefox.com,https://wefox.com/careers,
Welcome to the Jungle,Europe,Paris / remote,careers@welcometothejungle.com,guessed pattern (verify before sending),hr@welcometothejungle.com,welcometothejungle.com,https://welcometothejungle.com/careers,
WeTransfer,Europe,Amsterdam / remote,careers@wetransfer.com,guessed pattern (verify before sending),hr@wetransfer.com,wetransfer.com,https://wetransfer.com/careers,
Wise,Europe,London / remote,careers@wise.com,company website,"ouvidoria@wise.com, u003eouvidoria@wise.com, hr@wise.com",wise.com,https://wise.com/careers,
Wolt,Europe,Helsinki / remote,careers@wolt.com,guessed pattern (verify before sending),hr@wolt.com,wolt.com,https://wolt.com/careers,
Xeneta,Europe,Oslo / remote,careers@xeneta.com,company website,"info@xeneta.com, hr@xeneta.com, talent@xeneta.com",xeneta.com,https://xeneta.com/careers,
Yolo Group,Europe,Milan / remote,assistenza@yolo-insurance.com,company website,,yolo-insurance.com,https://yolo-insurance.com/careers,
Young Platform,Europe,Turin / remote,careers@youngplatform.com,guessed pattern (verify before sending),hr@youngplatform.com,youngplatform.com,https://youngplatform.com/careers,
Zalando,Europe,Berlin / remote,careers@zalando.com,guessed pattern (verify before sending),hr@zalando.com,zalando.com,https://zalando.com/careers,
Zepz,Europe,London / remote,careers@zepz.com,guessed pattern (verify before sending),hr@zepz.com,zepz.com,https://zepz.com/careers,
Zettle,Europe,Stockholm / remote,careers@zettle.com,guessed pattern (verify before sending),hr@zettle.com,zettle.com,https://zettle.com/careers,
