Company,Region,City,HR / Recruiter Email,Email Source,Other Emails,Domain,Careers / Apply URL,Sample Role
Bitstamp,Europe,Luxembourg / remote,careers@bitstamp.net,guessed pattern (verify before sending),hr@bitstamp.net,bitstamp.net,https://bitstamp.net/careers,
BlaBlaCar,Europe,Paris / remote,careers@blablacar.com,guessed pattern (verify before sending),hr@blablacar.com,blablacar.com,https://blablacar.com/careers,
Bol.com,Europe,Utrecht / remote,careers@bol.com,guessed pattern (verify before sending),hr@bol.com,bol.com,https://bol.com/careers,
Bolt,Europe,Tallinn / remote,careers@bolt.eu,guessed pattern (verify before sending),hr@bolt.eu,bolt.eu,https://bolt.eu/careers,
Booking.com,Europe,Amsterdam / remote,careers@booking.com,guessed pattern (verify before sending),hr@booking.com,booking.com,https://booking.com/careers,
Bunny.net,Europe,Slovenia / remote,careers@bunny.net,company website,"hr@bunny.net, hello@bunny.net",bunny.net,https://bunny.net/careers,
Bunq,Europe,Amsterdam / remote,careers@bunq.com,company website,hr@bunq.com,bunq.com,https://bunq.com/careers,
Cabify,Europe,Madrid / remote,careers@cabify.com,guessed pattern (verify before sending),hr@cabify.com,cabify.com,https://cabify.com/careers,
Cal.com,Europe,Europe / remote,careers@cal.com,guessed pattern (verify before sending),hr@cal.com,cal.com,https://cal.com/careers,
Celonis,Europe,Munich / remote,careers@celonis.com,company website,"hr@celonis.com, info@celonis.com",celonis.com,https://celonis.com/careers,
Cleo,Europe,London / remote,careers@meetcleo.com,guessed pattern (verify before sending),hr@meetcleo.com,meetcleo.com,https://meetcleo.com/careers,
Cognite,Europe,Oslo / remote,careers@cognite.com,guessed pattern (verify before sending),hr@cognite.com,cognite.com,https://cognite.com/careers,
Contentful,Europe,Berlin / remote,careers@contentful.com,guessed pattern (verify before sending),hr@contentful.com,contentful.com,https://contentful.com/careers,
Contentsquare,Europe,Paris / remote,careers@contentsquare.com,company website,"hr@contentsquare.com, people.ops@contentsquare.com, contact-fr@contentsquare.com, contact-uk@contentsquare.com, contact-us@contentsquare.com, contact-ita@contentsquare.com",contentsquare.com,https://contentsquare.com/careers,
Coolblue,Europe,Rotterdam / remote,careers@coolblue.nl,guessed pattern (verify before sending),hr@coolblue.nl,coolblue.nl,https://coolblue.nl/careers,
Criteo,Europe,Paris / remote,careers@criteo.com,guessed pattern (verify before sending),hr@criteo.com,criteo.com,https://criteo.com/careers,
CrowdStrike,Europe,"Germany,  Ireland,  Israel,  Romania,  UK",recruiting@crowdstrike.com,job posting,,,https://jobicy.com/jobs/145057-sr-security-researcher-ii-remote-deu,"Sr. Security Researcher II (Remote, DEU)"
Curve,Europe,London / remote,careers@curve.com,guessed pattern (verify before sending),hr@curve.com,curve.com,https://curve.com/careers,
Darktrace,Europe,Cambridge / remote,careers@darktrace.com,company website,hr@darktrace.com,darktrace.com,https://darktrace.com/careers,
Dashlane,Europe,Paris / remote,careers@dashlane.com,guessed pattern (verify before sending),hr@dashlane.com,dashlane.com,https://dashlane.com/careers,
Dataiku,Europe,Paris / remote,careers@dataiku.com,guessed pattern (verify before sending),hr@dataiku.com,dataiku.com,https://dataiku.com/careers,
DeepL,Europe,Cologne / remote,careers@deepl.com,company website,"hr@deepl.com, block@deepl.com, u003eblock@deepl.com",deepl.com,https://deepl.com/careers,
deepset,Europe,Berlin / remote,careers@deepset.ai,guessed pattern (verify before sending),hr@deepset.ai,deepset.ai,https://deepset.ai/careers,
Deezer,Europe,Paris / remote,careers@deezer.com,guessed pattern (verify before sending),hr@deezer.com,deezer.com,https://deezer.com/careers,
Deliveroo,Europe,London / remote,careers@deliveroo.com,guessed pattern (verify before sending),hr@deliveroo.com,deliveroo.com,https://deliveroo.com/careers,
Doctolib,Europe,Paris / remote,careers@doctolib.com,guessed pattern (verify before sending),hr@doctolib.com,doctolib.com,https://doctolib.com/careers,
Doctrine,Europe,Paris / remote,careers@doctrine.fr,guessed pattern (verify before sending),hr@doctrine.fr,doctrine.fr,https://doctrine.fr/careers,
Doist,Europe,Europe / remote,careers@doist.com,company website,hr@doist.com,doist.com,https://doist.com/careers,
Dynatrace,Europe,Linz / remote,careers@dynatrace.com,company website,"hr@dynatrace.com, emeainfo@dynatrace.com, research@dynatrace.com, office.brno@dynatrace.com, dt-egypt-partner@dynatrace.com, pauli.karkkainen@dynatrace.com, dt-greece-partner@dynatrace.com, office.tel-aviv@dynatrace.com, gdn.office@dynatrace.com, meinfo@dynatrace.com, dt-south-africa-partner@dynatrace.com, bcn.office@dynatrace.com, dt-turkey-partner@dynatrace.com, india.contact@dynatrace.com, japan.info@dynatrace.com, korea.info@dynatrace.com",dynatrace.com,https://dynatrace.com/careers,
Ecosia,Europe,Berlin / remote,careers@ecosia.org,guessed pattern (verify before sending),hr@ecosia.org,ecosia.org,https://ecosia.org/careers,
Element,Europe,London / remote,careers@element.io,guessed pattern (verify before sending),hr@element.io,element.io,https://element.io/careers,
ElevenLabs,Europe,London / remote,careers@elevenlabs.io,guessed pattern (verify before sending),hr@elevenlabs.io,elevenlabs.io,https://elevenlabs.io/careers,
eMAG,Europe,Bucharest / remote,careers@emag.ro,guessed pattern (verify before sending),hr@emag.ro,emag.ro,https://emag.ro/careers,
Epidemic Sound,Europe,Stockholm / remote,careers@epidemicsound.com,guessed pattern (verify before sending),hr@epidemicsound.com,epidemicsound.com,https://epidemicsound.com/careers,
eToro,Europe,London / remote,careers@etoro.com,guessed pattern (verify before sending),hr@etoro.com,etoro.com,https://etoro.com/careers,
Exoscale,Europe,Lausanne / remote,careers@exoscale.com,guessed pattern (verify before sending),hr@exoscale.com,exoscale.com,https://exoscale.com/careers,
Factorial,Europe,Barcelona / remote,careers@factorialhr.com,guessed pattern (verify before sending),hr@factorialhr.com,factorialhr.com,https://factorialhr.com/careers,
Faculty,Europe,London / remote,careers@faculty.ai,company website,hr@faculty.ai,faculty.ai,https://faculty.ai/careers,
Farfetch,Europe,Porto / remote,careers@farfetch.com,guessed pattern (verify before sending),hr@farfetch.com,farfetch.com,https://farfetch.com/careers,
Featurespace,Europe,Cambridge / remote,careers@featurespace.com,guessed pattern (verify before sending),hr@featurespace.com,featurespace.com,https://featurespace.com/careers,
Feedzai,Europe,Lisbon / remote,careers@feedzai.com,guessed pattern (verify before sending),hr@feedzai.com,feedzai.com,https://feedzai.com/careers,
Fenergo,Europe,Dublin / remote,careers@fenergo.com,company website,"hr@fenergo.com, hello@fenergo.com, partners@fenergo.com",fenergo.com,https://fenergo.com/careers,
Flipdish,Europe,Dublin / remote,careers@flipdish.com,guessed pattern (verify before sending),hr@flipdish.com,flipdish.com,https://flipdish.com/careers,
Flix,Europe,Munich / remote,careers@flix.com,guessed pattern (verify before sending),hr@flix.com,flix.com,https://flix.com/careers,
FlixBus,Europe,Munich / remote,careers@flixbus.com,guessed pattern (verify before sending),hr@flixbus.com,flixbus.com,https://flixbus.com/careers,
Framer,Europe,Amsterdam / remote,careers@framer.com,company website,"hr@framer.com, abuse@framer.com",framer.com,https://framer.com/careers,
Front,Europe,Paris / remote,careers@front.com,guessed pattern (verify before sending),hr@front.com,front.com,https://front.com/careers,
GetYourGuide,Europe,Berlin / remote,careers@getyourguide.com,guessed pattern (verify before sending),hr@getyourguide.com,getyourguide.com,https://getyourguide.com/careers,
Ghost,Europe,Singapore / remote,careers@ghost.org,company website,hr@ghost.org,ghost.org,https://ghost.org/careers,
GitBook,Europe,Europe / remote,careers@gitbook.com,company website,hr@gitbook.com,gitbook.com,https://gitbook.com/careers,
Gitpod,Europe,Europe / remote,careers@gitpod.io,company website,"hr@gitpod.io, contact@gitpod.io",gitpod.io,https://gitpod.io/careers,
Glovo,Europe,Barcelona / remote,careers@glovoapp.com,guessed pattern (verify before sending),hr@glovoapp.com,glovoapp.com,https://glovoapp.com/careers,
GoCardless,Europe,London / remote,careers@gocardless.com,company website,hr@gocardless.com,gocardless.com,https://gocardless.com/careers,
Gorgias,Europe,Paris / remote,careers@gorgias.com,guessed pattern (verify before sending),hr@gorgias.com,gorgias.com,https://gorgias.com/careers,
Grafana Labs,Europe,Europe / remote,careers@grafana.com,company website,"hr@grafana.com, info@grafana.com, partners@grafana.com",grafana.com,https://grafana.com/careers,
Grammarly,Europe,Kyiv / remote,careers@grammarly.com,guessed pattern (verify before sending),hr@grammarly.com,grammarly.com,https://grammarly.com/careers,
HelloFresh,Europe,Berlin / remote,careers@hellofresh.com,guessed pattern (verify before sending),hr@hellofresh.com,hellofresh.com,https://hellofresh.com/careers,
Hellofresh,Europe,"Warszawa, Masovian Voivodeship, Poland",careers@careers.hellofresh.com,guessed pattern (verify before sending),"hr@careers.hellofresh.com, jobs@careers.hellofresh.com, talent@careers.hellofresh.com, recruiting@careers.hellofresh.com",careers.hellofresh.com,https://careers.hellofresh.com/global/en/job/8028077?gh_jid=8028077,Senior Backend Engineer - Python and/or Go
Hetzner,Europe,Germany / remote,careers@hetzner.com,company website,"hr@hetzner.com, info@hetzner.com, tco@hetzner.com, dsa-authorities@hetzner.com",hetzner.com,https://hetzner.com/careers,
HiBob,Europe,London / remote,careers@hibob.com,guessed pattern (verify before sending),hr@hibob.com,hibob.com,https://hibob.com/careers,
Hopin,Europe,London / remote,careers@hopin.com,guessed pattern (verify before sending),hr@hopin.com,hopin.com,https://hopin.com/careers,
Hotjar,Europe,Malta / remote,careers@hotjar.com,guessed pattern (verify before sending),hr@hotjar.com,hotjar.com,https://hotjar.com/careers,
ICEYE,Europe,Helsinki / remote,careers@iceye.com,guessed pattern (verify before sending),hr@iceye.com,iceye.com,https://iceye.com/careers,
Intercom,Europe,Dublin / remote,careers@intercom.com,company website,hr@intercom.com,intercom.com,https://intercom.com/careers,
JetBrains,Europe,Prague / remote,careers@jetbrains.com,guessed pattern (verify before sending),hr@jetbrains.com,jetbrains.com,https://jetbrains.com/careers,
Jobandtalent,Europe,Madrid / remote,careers@jobandtalent.com,company website,"hr@jobandtalent.com, info.de@jobandtalent.com",jobandtalent.com,https://jobandtalent.com/careers,
Just Eat Takeaway,Europe,London / Amsterdam / remote,careers@justeattakeaway.com,guessed pattern (verify before sending),hr@justeattakeaway.com,justeattakeaway.com,https://justeattakeaway.com/careers,
Kahoot,Europe,Oslo / remote,careers@kahoot.com,guessed pattern (verify before sending),hr@kahoot.com,kahoot.com,https://kahoot.com/careers,
King,Europe,Stockholm / remote,careers@king.com,company website,"hr@king.com, de.help@king.com",king.com,https://king.com/careers,
Klarna,Europe,Stockholm / remote,careers@klarna.com,guessed pattern (verify before sending),hr@klarna.com,klarna.com,https://klarna.com/careers,
Kry,Europe,Stockholm / remote,careers@kry.se,guessed pattern (verify before sending),hr@kry.se,kry.se,https://kry.se/careers,
Lago,Europe,Paris / remote,careers@getlago.com,guessed pattern (verify before sending),hr@getlago.com,getlago.com,https://getlago.com/careers,
Langfuse,Europe,Berlin / remote,careers@langfuse.com,company website,"hr@langfuse.com, contact@langfuse.com",langfuse.com,https://langfuse.com/careers,
Leapsome,Europe,Berlin / remote,careers@leapsome.com,company website,hr@leapsome.com,leapsome.com,https://leapsome.com/careers,
Ledger,Europe,Paris / remote,careers@ledger.com,guessed pattern (verify before sending),hr@ledger.com,ledger.com,https://ledger.com/careers,
Lemlist,Europe,Paris / remote,careers@lemlist.com,guessed pattern (verify before sending),hr@lemlist.com,lemlist.com,https://lemlist.com/careers,
Lunar,Europe,Copenhagen / remote,careers@lunar.app,guessed pattern (verify before sending),hr@lunar.app,lunar.app,https://lunar.app/careers,
Lydia,Europe,Paris / remote,careers@lydia-app.com,guessed pattern (verify before sending),hr@lydia-app.com,lydia-app.com,https://lydia-app.com/careers,
ManoMano,Europe,Paris / remote,careers@manomano.com,guessed pattern (verify before sending),hr@manomano.com,manomano.com,https://manomano.com/careers,
Marshmallow,Europe,London / remote,careers@marshmallow.com,guessed pattern (verify before sending),hr@marshmallow.com,marshmallow.com,https://marshmallow.com/careers,
Meilisearch,Europe,Paris / remote,careers@meilisearch.com,guessed pattern (verify before sending),hr@meilisearch.com,meilisearch.com,https://meilisearch.com/careers,
Mirakl,Europe,Paris / remote,careers@mirakl.com,guessed pattern (verify before sending),hr@mirakl.com,mirakl.com,https://mirakl.com/careers,
Mirantis,Europe,Europe,isamoylova@mirantis.com,job posting,,,https://jobicy.com/jobs/150239-pre-sales-solution-architect-ai-infrastructure-remote-in-the-eu,Pre-Sales Solution Architect – AI Infrastructure (remote in the EU)
Miro,Europe,Amsterdam / remote,careers@miro.com,guessed pattern (verify before sending),hr@miro.com,miro.com,https://miro.com/careers,
Mistral AI,Europe,Paris / remote,careers@mistral.ai,company website,"hr@mistral.ai, peter@mistral.ai",mistral.ai,https://mistral.ai/careers,
Mollie,Europe,Amsterdam / remote,careers@mollie.com,company website,"hr@mollie.com, info@mollie.com",mollie.com,https://mollie.com/careers,
Monzo,Europe,London / remote,careers@monzo.com,company website,"hr@monzo.com, u003ehelp@monzo.com",monzo.com,https://monzo.com/careers,
Mullvad,Europe,Gothenburg / remote,careers@mullvad.net,guessed pattern (verify before sending),hr@mullvad.net,mullvad.net,https://mullvad.net/careers,
N26,Europe,Berlin / remote,careers@n26.com,company website,"hr@n26.com, imprint@n26.com, officials@n26.com, nimprint@n26.com, sam.walker@n26.com, jobs@n26.com, talent@n26.com, recruiting@n26.com",n26.com,https://n26.com/en-eu/careers/positions/8020406?gh_jid=8020406,Principal AI Engineer - Conversational Banking
Nexo,Europe,Sofia / remote,careers@nexo.com,guessed pattern (verify before sending),hr@nexo.com,nexo.com,https://nexo.com/careers,
Nextcloud,Europe,Stuttgart / remote,careers@nextcloud.com,guessed pattern (verify before sending),hr@nextcloud.com,nextcloud.com,https://nextcloud.com/careers,
Nexthink,Europe,Lausanne / remote,careers@nexthink.com,company website,"hr@nexthink.com, ncontact@nexthink.com",nexthink.com,https://nexthink.com/careers,
Nord Security,Europe,Vilnius / remote,careers@nordsecurity.com,company website,"hr@nordsecurity.com, career@nordsec.com",nordsecurity.com,https://nordsecurity.com/careers,
OakNorth,Europe,London / remote,careers@oaknorth.com,guessed pattern (verify before sending),hr@oaknorth.com,oaknorth.com,https://oaknorth.com/careers,
Oda,Europe,Oslo / remote,careers@oda.com,guessed pattern (verify before sending),hr@oda.com,oda.com,https://oda.com/careers,
Onfido,Europe,London / remote,careers@onfido.com,guessed pattern (verify before sending),hr@onfido.com,onfido.com,https://onfido.com/careers,
OutSystems,Europe,Lisbon / remote,careers@outsystems.com,company website,hr@outsystems.com,outsystems.com,https://outsystems.com/careers,
OVHcloud,Europe,Roubaix / remote,careers@ovhcloud.com,guessed pattern (verify before sending),hr@ovhcloud.com,ovhcloud.com,https://ovhcloud.com/careers,
Oyster,Europe,Europe / remote,careers@oysterhr.com,guessed pattern (verify before sending),hr@oysterhr.com,oysterhr.com,https://oysterhr.com/careers,
Paddle,Europe,London / remote,careers@paddle.com,guessed pattern (verify before sending),hr@paddle.com,paddle.com,https://paddle.com/careers,
PayFit,Europe,Paris / remote,careers@payfit.com,guessed pattern (verify before sending),hr@payfit.com,payfit.com,https://payfit.com/careers,
Payhawk,Europe,London / remote,careers@payhawk.com,company website,hr@payhawk.com,payhawk.com,https://payhawk.com/careers,
pCloud,Europe,Sofia / remote,careers@pcloud.com,guessed pattern (verify before sending),hr@pcloud.com,pcloud.com,https://pcloud.com/careers,
Pennylane,Europe,Paris / remote,careers@pennylane.com,guessed pattern (verify before sending),hr@pennylane.com,pennylane.com,https://pennylane.com/careers,
Personio,Europe,Munich / remote,careers@personio.com,company website,"hr@personio.com, hello@personio.com",personio.com,https://personio.com/careers,
Phaidra,Europe,Europe,hiring@phaidra.ai,job posting,,,https://jobicy.com/jobs/149863-senior-ai-research-engineer,Senior AI Research Engineer
Photoroom,Europe,Paris / remote,careers@photoroom.com,guessed pattern (verify before sending),hr@photoroom.com,photoroom.com,https://photoroom.com/careers,
Picnic,Europe,Amsterdam / remote,careers@picnic.app,guessed pattern (verify before sending),hr@picnic.app,picnic.app,https://picnic.app/careers,
Pigment,Europe,Paris / remote,careers@pigment.com,guessed pattern (verify before sending),hr@pigment.com,pigment.com,https://pigment.com/careers,
Pipedrive,Europe,Tallinn / remote,careers@pipedrive.com,guessed pattern (verify before sending),hr@pipedrive.com,pipedrive.com,https://pipedrive.com/careers,
Plausible,Europe,Europe / remote,hello@plausible.io,known company contact,,plausible.io,https://plausible.io/careers,
Pleo,Europe,Copenhagen / remote,careers@pleo.io,company website,"hr@pleo.io, partners@pleo.io, info@pleo.io",pleo.io,https://pleo.io/careers,
PostHog,Europe,Europe / remote,careers@posthog.com,company website,hr@posthog.com,posthog.com,https://posthog.com/careers,
Preply,Europe,Kyiv / remote,careers@preply.com,guessed pattern (verify before sending),hr@preply.com,preply.com,https://preply.com/careers,
Prismic,Europe,Paris / remote,careers@prismic.io,guessed pattern (verify before sending),hr@prismic.io,prismic.io,https://prismic.io/careers,
Proton,Europe,Geneva / remote,careers@proton.me,company website,"hr@proton.me, careers@proton.ch",proton.me,https://proton.me/careers,
Qdrant,Europe,Berlin / remote,careers@qdrant.tech,guessed pattern (verify before sending),hr@qdrant.tech,qdrant.tech,https://qdrant.tech/careers,
Qonto,Europe,Paris / remote,careers@qonto.com,guessed pattern (verify before sending),hr@qonto.com,qonto.com,https://qonto.com/careers,
Qwant,Europe,Paris / remote,careers@qwant.com,guessed pattern (verify before sending),hr@qwant.com,qwant.com,https://qwant.com/careers,
Rapyd,Europe,London / remote,careers@rapyd.net,guessed pattern (verify before sending),hr@rapyd.net,rapyd.net,https://rapyd.net/careers,
RELEX,Europe,Helsinki / remote,careers@relexsolutions.com,company website,"hr@relexsolutions.com, recruitment@relexsolutions.com",relexsolutions.com,https://relexsolutions.com/careers,
Remote,Europe,Lisbon / remote,careers@remote.com,company website,"hr@remote.com, help@remote.com, hiring@remote.com",remote.com,https://remote.com/careers,
Revolut,Europe,London / remote,careers@revolut.com,guessed pattern (verify before sending),hr@revolut.com,revolut.com,https://revolut.com/careers,
SafetyWing,Europe,Europe / remote,careers@safetywing.com,company website,"hr@safetywing.com, partnerships@safetywing.com",safetywing.com,https://safetywing.com/careers,
Scaleway,Europe,Paris / remote,careers@scaleway.com,guessed pattern (verify before sending),hr@scaleway.com,scaleway.com,https://scaleway.com/careers,
Scandit,Europe,Zurich / remote,careers@scandit.com,company website,"hr@scandit.com, contact@scandit.com",scandit.com,https://scandit.com/careers,
Shift Technology,Europe,Paris / remote,careers@shift-technology.com,company website,"hr@shift-technology.com, jobs@shift-technology.com, partners@shift-technology.com",shift-technology.com,https://shift-technology.com/careers,
Shine,Europe,Paris / remote,careers@shine.fr,guessed pattern (verify before sending),hr@shine.fr,shine.fr,https://shine.fr/careers,
Shippeo,Europe,Paris / remote,careers@shippeo.com,guessed pattern (verify before sending),hr@shippeo.com,shippeo.com,https://shippeo.com/careers,
Skyscanner,Europe,Edinburgh / remote,careers@skyscanner.net,guessed pattern (verify before sending),hr@skyscanner.net,skyscanner.net,https://skyscanner.net/careers,
Smartly,Europe,Helsinki / remote,careers@smartly.io,guessed pattern (verify before sending),hr@smartly.io,smartly.io,https://smartly.io/careers,
Snowplow,Europe,London / remote,careers@snowplow.io,guessed pattern (verify before sending),hr@snowplow.io,snowplow.io,https://snowplow.io/careers,
SonarSource,Europe,Geneva / remote,careers@sonarsource.com,guessed pattern (verify before sending),hr@sonarsource.com,sonarsource.com,https://sonarsource.com/careers,
Sorare,Europe,Paris / remote,careers@sorare.com,guessed pattern (verify before sending),hr@sorare.com,sorare.com,https://sorare.com/careers,
SoundCloud,Europe,Berlin / remote,careers@soundcloud.com,company website,"hr@soundcloud.com, dsa-contact@soundcloud.com, tco-contact@soundcloud.com, u003edsa-contact@soundcloud.com, u003etco-contact@soundcloud.com, recruiters@soundcloud.com, fraudulent-emails@soundcloud.com",soundcloud.com,https://soundcloud.com/careers,
Speechmatics,Europe,Cambridge / remote,careers@speechmatics.com,guessed pattern (verify before sending),hr@speechmatics.com,speechmatics.com,https://speechmatics.com/careers,
Spendesk,Europe,Paris / remote,careers@spendesk.com,company website,hr@spendesk.com,spendesk.com,https://spendesk.com/careers,
Spotify,Europe,Stockholm / remote,careers@spotify.com,guessed pattern (verify before sending),hr@spotify.com,spotify.com,https://spotify.com/careers,
Stability AI,Europe,London / remote,careers@stability.ai,company website,"hr@stability.ai, partners@stability.ai",stability.ai,https://stability.ai/careers,
Starling Bank,Europe,London / remote,careers@starlingbank.com,company website,"hr@starlingbank.com, help@starlingbank.com, speaking.invitations@starlingbank.com, brandpartnerships@starlingbank.com, accounts@starlingbank.com",starlingbank.com,https://starlingbank.com/careers,
Storyblok,Europe,Linz / remote,careers@storyblok.com,guessed pattern (verify before sending),hr@storyblok.com,storyblok.com,https://storyblok.com/careers,
Strapi,Europe,Paris / remote,careers@strapi.io,company website,hr@strapi.io,strapi.io,https://strapi.io/careers,
SumUp,Europe,London / remote,careers@sumup.com,guessed pattern (verify before sending),hr@sumup.com,sumup.com,https://sumup.com/careers,
Supermetrics,Europe,Helsinki / remote,careers@supermetrics.com,company website,hr@supermetrics.com,supermetrics.com,https://supermetrics.com/careers,
Swan,Europe,Paris / remote,careers@swan.io,company website,"hr@swan.io, requisition@swan.io",swan.io,https://swan.io/careers,
Swile,Europe,Paris / remote,careers@swile.co,guessed pattern (verify before sending),hr@swile.co,swile.co,https://swile.co/careers,
Synthesia,Europe,London / remote,careers@synthesia.io,guessed pattern (verify before sending),hr@synthesia.io,synthesia.io,https://synthesia.io/careers,
Talkdesk,Europe,Lisbon / remote,careers@talkdesk.com,guessed pattern (verify before sending),hr@talkdesk.com,talkdesk.com,https://talkdesk.com/careers,
Tally,Europe,Europe / remote,careers@tally.so,guessed pattern (verify before sending),hr@tally.so,tally.so,https://tally.so/careers,
Teamwork,Europe,Cork / remote,careers@teamwork.com,company website,"hr@teamwork.com, jobs@teamwork.com",teamwork.com,https://teamwork.com/careers,
Thought Machine,Europe,London / remote,careers@thoughtmachine.net,company website,hr@thoughtmachine.net,thoughtmachine.net,https://thoughtmachine.net/careers,
Tide,Europe,London / remote,careers@tide.co,company website,"hr@tide.co, hello@tide.co, complaints@tide.co",tide.co,https://tide.co/careers,
Toggl,Europe,Tallinn / remote,careers@toggl.com,company website,hr@toggl.com,toggl.com,https://toggl.com/careers,
TomTom,Europe,Amsterdam / remote,careers@tomtom.com,company website,"hr@tomtom.com, productsafetyquestions@tomtom.com",tomtom.com,https://tomtom.com/careers,
Too Good To Go,Europe,Copenhagen / remote,careers@toogoodtogo.com,company website,hr@toogoodtogo.com,toogoodtogo.com,https://toogoodtogo.com/careers,
Tractable,Europe,London / remote,careers@tractable.ai,guessed pattern (verify before sending),hr@tractable.ai,tractable.ai,https://tractable.ai/careers,
Trade Republic,Europe,Berlin / remote,careers@traderepublic.com,guessed pattern (verify before sending),hr@traderepublic.com,traderepublic.com,https://traderepublic.com/careers,
Trading 212,Europe,London / remote,careers@trading212.com,guessed pattern (verify before sending),hr@trading212.com,trading212.com,https://trading212.com/careers,
Trainline,Europe,London / remote,careers@thetrainline.com,guessed pattern (verify before sending),hr@thetrainline.com,thetrainline.com,https://thetrainline.com/careers,
TransferGo,Europe,Vilnius / remote,careers@transfergo.com,guessed pattern (verify before sending),hr@transfergo.com,transfergo.com,https://transfergo.com/careers,
TravelPerk,Europe,Barcelona / remote,careers@travelperk.com,guessed pattern (verify before sending),hr@travelperk.com,travelperk.com,https://travelperk.com/careers,
Tresorit,Europe,Zurich / remote,careers@tresorit.com,guessed pattern (verify before sending),hr@tresorit.com,tresorit.com,https://tresorit.com/careers,
Trezor,Europe,Prague / remote,careers@trezor.io,guessed pattern (verify before sending),hr@trezor.io,trezor.io,https://trezor.io/careers,
Truecaller,Europe,Stockholm / remote,careers@truecaller.com,guessed pattern (verify before sending),hr@truecaller.com,truecaller.com,https://truecaller.com/careers,
Trustly,Europe,Stockholm / remote,careers@trustly.com,guessed pattern (verify before sending),hr@trustly.com,trustly.com,https://trustly.com/careers,
Trustpilot,Europe,Copenhagen / remote,careers@trustpilot.com,guessed pattern (verify before sending),hr@trustpilot.com,trustpilot.com,https://trustpilot.com/careers,
Tuta,Europe,Hannover / remote,careers@tuta.com,guessed pattern (verify before sending),hr@tuta.com,tuta.com,https://tuta.com/careers,
Typeform,Europe,Barcelona / remote,careers@typeform.com,company website,"hr@typeform.com, email@typeform.com",typeform.com,https://typeform.com/careers,
UiPath,Europe,Bucharest / remote,careers@uipath.com,guessed pattern (verify before sending),hr@uipath.com,uipath.com,https://uipath.com/careers,
Unbabel,Europe,Lisbon / remote,careers@unbabel.com,guessed pattern (verify before sending),hr@unbabel.com,unbabel.com,https://unbabel.com/careers,
UpCloud,Europe,Helsinki / remote,careers@upcloud.com,guessed pattern (verify before sending),hr@upcloud.com,upcloud.com,https://upcloud.com/careers,
Veriff,Europe,Tallinn / remote,careers@veriff.com,guessed pattern (verify before sending),hr@veriff.com,veriff.com,https://veriff.com/careers,
Visma,Europe,Oslo / remote,careers@visma.com,guessed pattern (verify before sending),hr@visma.com,visma.com,https://visma.com/careers,
Vivaldi,Europe,Oslo / remote,careers@vivaldi.com,company website,"hr@vivaldi.com, team_vivaldi@vivaldi.com",vivaldi.com,https://vivaldi.com/careers,
Voi,Europe,Stockholm / remote,careers@voi.com,guessed pattern (verify before sending),hr@voi.com,voi.com,https://voi.com/careers,
Voodoo,Europe,Paris / remote,careers@voodoo.io,guessed pattern (verify before sending),hr@voodoo.io,voodoo.io,https://voodoo.io/careers,
Wallapop,Europe,Barcelona / remote,careers@wallapop.com,guessed pattern (verify before sending),hr@wallapop.com,wallapop.com,https://wallapop.com/careers,
Weaviate,Europe,Amsterdam / remote,careers@weaviate.io,guessed pattern (verify before sending),hr@weaviate.io,weaviate.io,https://weaviate.io/careers,
Wefox,Europe,Berlin / remote,careers@wefox.com,company website,"hr@wefox.com, feedback@wefox.com",wefox.com,https://wefox.com/careers,
Welcome to the Jungle,Europe,Paris / remote,careers@welcometothejungle.com,guessed pattern (verify before sending),hr@welcometothejungle.com,welcometothejungle.com,https://welcometothejungle.com/careers,
WeTransfer,Europe,Amsterdam / remote,careers@wetransfer.com,guessed pattern (verify before sending),hr@wetransfer.com,wetransfer.com,https://wetransfer.com/careers,
Wise,Europe,London / remote,careers@wise.com,company website,"hr@wise.com, ouvidoria@wise.com, u003eouvidoria@wise.com",wise.com,https://wise.com/careers,
Wolt,Europe,Helsinki / remote,careers@wolt.com,guessed pattern (verify before sending),hr@wolt.com,wolt.com,https://wolt.com/careers,
Xeneta,Europe,Oslo / remote,careers@xeneta.com,company website,"hr@xeneta.com, info@xeneta.com, talent@xeneta.com",xeneta.com,https://xeneta.com/careers,
Zalando,Europe,Berlin / remote,careers@zalando.com,guessed pattern (verify before sending),hr@zalando.com,zalando.com,https://zalando.com/careers,
Zepz,Europe,London / remote,careers@zepz.com,guessed pattern (verify before sending),hr@zepz.com,zepz.com,https://zepz.com/careers,
Zettle,Europe,Stockholm / remote,careers@zettle.com,guessed pattern (verify before sending),hr@zettle.com,zettle.com,https://zettle.com/careers,
1Password,Remote,Worldwide remote,careers@1password.com,guessed pattern (verify before sending),hr@1password.com,1password.com,https://1password.com/careers,
6sense,Remote,USA,jobs@6sense.com,job posting,,,https://jobicy.com/jobs/147747-senior-software-engineer,Senior Software Engineer
Agora,Remote,Worldwide remote,careers@agora.io,guessed pattern (verify before sending),hr@agora.io,agora.io,https://agora.io/careers,
Airbyte,Remote,Worldwide remote,careers@airbyte.com,guessed pattern (verify before sending),hr@airbyte.com,airbyte.com,https://airbyte.com/careers,
Ajaib,Remote,Jakarta / remote,careers@ajaib.co.id,guessed pattern (verify before sending),hr@ajaib.co.id,ajaib.co.id,https://ajaib.co.id/careers,
